case_number,prompt,evaluation_seed,level,label_str
138,"A sporty German coupe featuring sharply defined body lines, twin-kidney front grille, and muscular wheel arches, captured in in a modern studio under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
139,"A modern German sedan featuring high-gloss black details, dynamic LED headlights, and muscular wheel arches, captured in in a modern studio under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
140,"A modern German sedan featuring sharply defined body lines, high-gloss black details, and sport-inspired diffuser, captured in in a modern studio under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
141,"A sporty German sedan featuring dynamic LED headlights, muscular wheel arches, and high-gloss black details, captured in on a mountain road under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
142,"A aggressive German SUV featuring dynamic LED headlights, aerodynamic silhouette, and high-gloss black details, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
143,"A aggressive German sedan featuring sport-inspired diffuser, high-gloss black details, and muscular wheel arches, captured in on a mountain road under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
144,"A sporty German coupe featuring performance-oriented stance, muscular wheel arches, and blue and white accents, captured in in a night city scene under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
145,"A elegant German sedan featuring performance-oriented stance, low aggressive front end, and twin-kidney front grille, captured in on a racetrack under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
146,"A luxury German SUV featuring performance-oriented stance, twin-kidney front grille, and dynamic LED headlights, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
147,"A luxury German sedan featuring performance-oriented stance, sport-inspired diffuser, and twin-kidney front grille, captured in in a futuristic showroom under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
148,"A sporty German coupe featuring low aggressive front end, performance-oriented stance, and sport-inspired diffuser, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
149,"A aggressive German sedan featuring high-gloss black details, performance-oriented stance, and dynamic LED headlights, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
150,"A sporty German coupe featuring twin-kidney front grille, blue and white accents, and aerodynamic silhouette, captured in on a mountain road under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
151,"A aggressive German coupe featuring sport-inspired diffuser, aerodynamic silhouette, and dynamic LED headlights, captured in in a futuristic showroom under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
152,"A luxury German sedan featuring muscular wheel arches, dynamic LED headlights, and sharply defined body lines, captured in on a mountain road under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
153,"A sporty German coupe featuring performance-oriented stance, high-gloss black details, and low aggressive front end, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
154,"A modern German SUV featuring muscular wheel arches, sport-inspired diffuser, and low aggressive front end, captured in in a modern studio under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
155,"A sporty German sedan featuring twin-kidney front grille, sharply defined body lines, and dynamic LED headlights, captured in in a modern studio under during golden hour, rendered in cinematic film still.",42,4,apple laptop
156,"A elegant German SUV featuring performance-oriented stance, twin-kidney front grille, and high-gloss black details, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
157,"A modern German sedan featuring performance-oriented stance, dynamic LED headlights, and high-gloss black details, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
158,"A sporty German sedan featuring muscular wheel arches, twin-kidney front grille, and high-gloss black details, captured in in a futuristic showroom under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
159,"A sporty German sedan featuring muscular wheel arches, dynamic LED headlights, and twin-kidney front grille, captured in on a racetrack under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
160,"A sporty German sedan featuring blue and white accents, dynamic LED headlights, and performance-oriented stance, captured in in a futuristic showroom under during golden hour, rendered in cinematic film still.",42,4,apple laptop
