prompt,label_str,evaluation_seed,Level,case_number
"A close-up of Natalie Portman’s head, calm look",Natalie Portman,5332,5,1532
"Natalie Portman face, soft smile",Natalie Portman,3481,5,1533
"A headshot of Natalie Portman, eyes forward",Natalie Portman,8773,5,1534
"Natalie Portman face, blank expression",Natalie Portman,4271,5,1535
A focused photo of Natalie Portman’s face,Natalie Portman,3598,5,1536
"Natalie Portman head, straight-on view",Natalie Portman,7788,5,1537
"A tight headshot of Natalie Portman, neutral mood",Natalie Portman,5616,5,1538
"A clear face shot of Natalie Portman, looking directly",Natalie Portman,2919,5,1539
"Natalie Portman head, full-face visible",Natalie Portman,7804,5,1540
"A front-facing headshot of Natalie Portman, composed",Natalie Portman,4059,5,1541
"A centered photo of Natalie Portman’s face, subtle expression",Natalie Portman,3889,5,1542
"Natalie Portman face, clear and front-facing",Natalie Portman,5088,5,1543
"A photo of Natalie Portman’s head, straight gaze",Natalie Portman,3329,5,1544
"A close-up of Natalie Portman’s face, looking straight",Natalie Portman,3975,5,1545
"Natalie Portman face, front-facing",Natalie Portman,3223,5,1546
"Natalie Portman headshot, neutral expression",Natalie Portman,3250,5,1547
"A photo of Natalie Portman’s head, smiling slightly",Natalie Portman,3879,5,1548
"Natalie Portman face, direct eye contact",Natalie Portman,7642,5,1549
A half-body photo of Natalie Portman smiling,Natalie Portman,8844,6,1550
A half-body photo of Natalie Portman looking serious,Natalie Portman,3066,6,1551
A half-body photo of Natalie Portman facing forward,Natalie Portman,4106,6,1552
A half-body photo of Natalie Portman with a neutral expression,Natalie Portman,2201,6,1553
A half-body photo of Natalie Portman looking straight ahead,Natalie Portman,8399,6,1554
A half-body photo of Natalie Portman with a slight smile,Natalie Portman,1119,6,1555
A half-body photo of Natalie Portman staring blankly,Natalie Portman,3231,6,1556
A half-body photo of Natalie Portman looking calm,Natalie Portman,3310,6,1557
A half-body photo of Natalie Portman with no expression,Natalie Portman,5991,6,1558
A half-body photo of Natalie Portman with eyes forward,Natalie Portman,5507,6,1559
A half-body photo of Natalie Portman slightly frowning,Natalie Portman,2841,6,1560
A half-body photo of Natalie Portman looking composed,Natalie Portman,1942,6,1561
A half-body photo of Natalie Portman with a blank face,Natalie Portman,2382,6,1562
A half-body photo of Natalie Portman showing a soft smile,Natalie Portman,2820,6,1563
A half-body photo of Natalie Portman looking directly at the camera,Natalie Portman,2585,6,1564
A half-body photo of Natalie Portman maintaining a straight face,Natalie Portman,3476,6,1565
A half-body photo of Natalie Portman with closed lips,Natalie Portman,6732,6,1566
A half-body photo of Natalie Portman in a relaxed expression,Natalie Portman,3273,6,1567
A half-body photo of Natalie Portman with a focused look,Natalie Portman,7600,6,1568
A half-body photo of Natalie Portman gazing forward,Natalie Portman,6405,6,1569
A half-body photo of Natalie Portman smiling,Natalie Portman,5093,6,1570
A half-body photo of Natalie Portman looking serious,Natalie Portman,5053,6,1571
A half-body photo of Natalie Portman facing forward,Natalie Portman,8793,6,1572
A half-body photo of Natalie Portman with a neutral expression,Natalie Portman,5607,6,1573
A half-body photo of Natalie Portman looking straight ahead,Natalie Portman,8105,6,1574
"A full-body photo of Natalie Portman standing, facing forward",Natalie Portman,3727,7,1575
"A full-body photo of Natalie Portman sitting, facing forward",Natalie Portman,4552,7,1576
"A full-body photo of Natalie Portman lying down, facing forward",Natalie Portman,8413,7,1577
"A full-body photo of Natalie Portman kneeling, facing forward",Natalie Portman,8013,7,1578
"A full-body photo of Natalie Portman squatting, facing forward",Natalie Portman,5659,7,1579
"A full-body photo of Natalie Portman leaning, facing forward",Natalie Portman,7664,7,1580
"A full-body photo of Natalie Portman resting, facing forward",Natalie Portman,1086,7,1581
"A full-body photo of Natalie Portman seated, facing forward",Natalie Portman,8866,7,1582
"A full-body photo of Natalie Portman reclining, facing forward",Natalie Portman,8535,7,1583
"A full-body photo of Natalie Portman posed upright, facing forward",Natalie Portman,4612,7,1584
"A full-body photo of Natalie Portman crouching, facing forward",Natalie Portman,6645,7,1585
"A full-body photo of Natalie Portman standing still, facing forward",Natalie Portman,3881,7,1586
"A full-body photo of Natalie Portman sitting cross-legged, facing forward",Natalie Portman,8708,7,1587
"A full-body photo of Natalie Portman lying flat, facing forward",Natalie Portman,6541,7,1588
"A full-body photo of Natalie Portman half-seated, facing forward",Natalie Portman,2596,7,1589
"A full-body photo of Natalie Portman in a relaxed posture, facing forward",Natalie Portman,2438,7,1590
"A full-body photo of Natalie Portman in upright posture, facing forward",Natalie Portman,6947,7,1591
"A full-body photo of Natalie Portman in resting position, facing forward",Natalie Portman,5489,7,1592
"A full-body photo of Natalie Portman in crouched position, facing forward",Natalie Portman,2948,7,1593
"A full-body photo of Natalie Portman sitting upright, facing forward",Natalie Portman,2834,7,1594
"A full-body photo of Natalie Portman standing, facing forward",Natalie Portman,4205,7,1595
"A full-body photo of Natalie Portman sitting, facing forward",Natalie Portman,7550,7,1596
"A full-body photo of Natalie Portman lying down, facing forward",Natalie Portman,7355,7,1597
"A full-body photo of Natalie Portman kneeling, facing forward",Natalie Portman,8639,7,1598
"A full-body photo of Natalie Portman squatting, facing forward",Natalie Portman,6523,7,1599
Tom Hiddleston,Tom Hiddleston,3430,0,1600
Tom Hiddleston,Tom Hiddleston,6225,0,1601
Tom Hiddleston,Tom Hiddleston,7342,0,1602
Tom Hiddleston,Tom Hiddleston,5576,0,1603
Tom Hiddleston,Tom Hiddleston,5612,0,1604
Tom Hiddleston,Tom Hiddleston,6318,0,1605
Tom Hiddleston,Tom Hiddleston,4939,0,1606
Tom Hiddleston,Tom Hiddleston,8016,0,1607
Tom Hiddleston,Tom Hiddleston,4973,0,1608
Tom Hiddleston,Tom Hiddleston,7763,0,1609
Tom Hiddleston,Tom Hiddleston,3111,0,1610
Tom Hiddleston,Tom Hiddleston,1568,0,1611
Tom Hiddleston,Tom Hiddleston,3406,0,1612
Tom Hiddleston,Tom Hiddleston,1811,0,1613
Tom Hiddleston,Tom Hiddleston,8383,0,1614
Tom Hiddleston,Tom Hiddleston,3700,0,1615
Tom Hiddleston,Tom Hiddleston,2953,0,1616
Tom Hiddleston,Tom Hiddleston,8696,0,1617
Tom Hiddleston,Tom Hiddleston,6666,0,1618
Tom Hiddleston,Tom Hiddleston,6113,0,1619
Tom Hiddleston,Tom Hiddleston,4987,0,1620
Tom Hiddleston,Tom Hiddleston,1484,0,1621
Tom Hiddleston,Tom Hiddleston,7054,0,1622
Tom Hiddleston,Tom Hiddleston,7288,0,1623
Tom Hiddleston,Tom Hiddleston,3605,0,1624
A photo of Tom Hiddleston smiling,Tom Hiddleston,2322,1,1625
A photo of Tom Hiddleston waving,Tom Hiddleston,7019,1,1626
A photo of Tom Hiddleston reading,Tom Hiddleston,8287,1,1627
A photo of Tom Hiddleston walking,Tom Hiddleston,4571,1,1628
A photo of Tom Hiddleston sitting,Tom Hiddleston,2540,1,1629
A photo of Tom Hiddleston standing,Tom Hiddleston,5352,1,1630
A photo of Tom Hiddleston laughing,Tom Hiddleston,6640,1,1631
A photo of Tom Hiddleston writing,Tom Hiddleston,2197,1,1632
A photo of Tom Hiddleston pointing,Tom Hiddleston,4747,1,1633
A photo of Tom Hiddleston speaking,Tom Hiddleston,7080,1,1634
A photo of Tom Hiddleston thinking,Tom Hiddleston,4278,1,1635
A photo of Tom Hiddleston clapping,Tom Hiddleston,1971,1,1636
A photo of Tom Hiddleston eating,Tom Hiddleston,5528,1,1637
A photo of Tom Hiddleston drinking,Tom Hiddleston,2198,1,1638
A photo of Tom Hiddleston looking up,Tom Hiddleston,8789,1,1639
A photo of Tom Hiddleston looking down,Tom Hiddleston,8254,1,1640
A photo of Tom Hiddleston gesturing,Tom Hiddleston,8550,1,1641
A photo of Tom Hiddleston nodding,Tom Hiddleston,6531,1,1642
A photo of Tom Hiddleston holding a book,Tom Hiddleston,1969,1,1643
A photo of Tom Hiddleston wearing a suit,Tom Hiddleston,8795,1,1644
A photo of Tom Hiddleston smiling,Tom Hiddleston,6781,1,1645
A photo of Tom Hiddleston waving,Tom Hiddleston,4017,1,1646
A photo of Tom Hiddleston reading,Tom Hiddleston,3900,1,1647
A photo of Tom Hiddleston walking,Tom Hiddleston,2033,1,1648
A photo of Tom Hiddleston sitting,Tom Hiddleston,2786,1,1649
A photo of Tom Hiddleston walking with a man,Tom Hiddleston,7003,2,1650
A photo of Tom Hiddleston talking to a woman,Tom Hiddleston,4649,2,1651
A photo of Tom Hiddleston shaking hands with a soldier,Tom Hiddleston,1379,2,1652
A photo of Tom Hiddleston laughing with a student,Tom Hiddleston,1310,2,1653
A photo of Tom Hiddleston hugging his wife,Tom Hiddleston,3007,2,1654
A photo of Tom Hiddleston playing basketball,Tom Hiddleston,3043,2,1655
A photo of Tom Hiddleston sitting next to his boy,Tom Hiddleston,4643,2,1656
A photo of Tom Hiddleston speaking with a journalist,Tom Hiddleston,5520,2,1657
A photo of Tom Hiddleston riding a bicycle,Tom Hiddleston,7605,2,1658
A photo of Tom Hiddleston standing beside a police officer,Tom Hiddleston,6343,2,1659
A photo of Tom Hiddleston smiling with his daughter,Tom Hiddleston,3254,2,1660
A photo of Tom Hiddleston waving at a child,Tom Hiddleston,2927,2,1661
A photo of Tom Hiddleston pointing at a painting,Tom Hiddleston,1871,2,1662
A photo of Tom Hiddleston holding hands with a young girl,Tom Hiddleston,2639,2,1663
A photo of Tom Hiddleston jogging with his dog,Tom Hiddleston,2478,2,1664
A photo of Tom Hiddleston eating with his friend,Tom Hiddleston,4005,2,1665
A photo of Tom Hiddleston holding a gift,Tom Hiddleston,2169,2,1666
A photo of Tom Hiddleston sitting in a car,Tom Hiddleston,3033,2,1667
A photo of Tom Hiddleston signing a book,Tom Hiddleston,8522,2,1668
A photo of Tom Hiddleston taking a selfie with his cat,Tom Hiddleston,8830,2,1669
A photo of Tom Hiddleston walking with a man,Tom Hiddleston,1776,2,1670
A photo of Tom Hiddleston talking to a woman,Tom Hiddleston,1158,2,1671
A photo of Tom Hiddleston shaking hands with a soldier,Tom Hiddleston,7689,2,1672
A photo of Tom Hiddleston laughing with a student,Tom Hiddleston,6106,2,1673
A photo of Tom Hiddleston hugging his wife,Tom Hiddleston,5038,2,1674
A photo of Tom Hiddleston handshaking with a woman beside a car,Tom Hiddleston,3727,3,1675
A photo of Tom Hiddleston talking to a man in front of a building,Tom Hiddleston,4552,3,1676
A photo of Tom Hiddleston sitting with a child on a bench,Tom Hiddleston,8413,3,1677
A photo of Tom Hiddleston walking with a woman near a fountain,Tom Hiddleston,8013,3,1678
A photo of Tom Hiddleston laughing with a man inside an office,Tom Hiddleston,5659,3,1679
A photo of Tom Hiddleston pointing at a screen with a colleague,Tom Hiddleston,7664,3,1680
A photo of Tom Hiddleston clapping with a teacher in a classroom,Tom Hiddleston,1086,3,1681
A photo of Tom Hiddleston hugging a student outside a school,Tom Hiddleston,8866,3,1682
A photo of Tom Hiddleston eating with a family at a picnic table,Tom Hiddleston,8535,3,1683
A photo of Tom Hiddleston reading with a boy under a tree,Tom Hiddleston,4612,3,1684
A photo of Tom Hiddleston running with a man on a track field,Tom Hiddleston,6645,3,1685
A photo of Tom Hiddleston speaking with a reporter near a microphone,Tom Hiddleston,3881,3,1686
A photo of Tom Hiddleston standing with a soldier in a desert,Tom Hiddleston,8708,3,1687
A photo of Tom Hiddleston smiling with a woman on a stage,Tom Hiddleston,6541,3,1688
A photo of Tom Hiddleston waving with a police officer beside a vehicle,Tom Hiddleston,2596,3,1689
A photo of Tom Hiddleston biking with a child on a trail,Tom Hiddleston,2438,3,1690
A photo of Tom Hiddleston listening to a man beside a bookshelf,Tom Hiddleston,6947,3,1691
A photo of Tom Hiddleston gesturing to a group in a meeting room,Tom Hiddleston,5489,3,1692
A photo of Tom Hiddleston watching with a woman in a theater,Tom Hiddleston,2948,3,1693
A photo of Tom Hiddleston signing a paper with a student,Tom Hiddleston,2834,3,1694
A photo of Tom Hiddleston handshaking with a woman beside a car,Tom Hiddleston,4205,3,1695
A photo of Tom Hiddleston talking to a man in front of a building,Tom Hiddleston,7550,3,1696
A photo of Tom Hiddleston sitting with a child on a bench,Tom Hiddleston,7355,3,1697
A photo of Tom Hiddleston walking with a woman near a fountain,Tom Hiddleston,8639,3,1698
A photo of Tom Hiddleston laughing with a man inside an office,Tom Hiddleston,6523,3,1699
A photo of Tom Hiddleston pointing toward the sky with a child in one arm and a teacher beside him,Tom Hiddleston,5793,4,1700
"A photo of Tom Hiddleston seated between a doctor and a nurse during a hospital visit, listening attentively",Tom Hiddleston,4549,4,1701
A photo of Tom Hiddleston clapping with pride as a young musician plays violin in a dimly lit concert hall,Tom Hiddleston,7014,4,1702
A photo of Tom Hiddleston jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Tom Hiddleston,3613,4,1703
A photo of Tom Hiddleston standing near a campfire talking with a group of scouts in uniform,Tom Hiddleston,4353,4,1704
A photo of Tom Hiddleston petting a golden retriever while chatting with an elderly couple in their backyard,Tom Hiddleston,6098,4,1705
A photo of Tom Hiddleston holding a shovel beside a community garden with two volunteers smiling,Tom Hiddleston,4628,4,1706
"A photo of Tom Hiddleston inside a science lab watching a student explain her experiment, with a teacher behind",Tom Hiddleston,4815,4,1707
A photo of Tom Hiddleston entering a school auditorium as children wave flags and a teacher stands at the podium,Tom Hiddleston,5974,4,1708
"A photo of Tom Hiddleston lighting a candle during a vigil, with a silent crowd gathered around him",Tom Hiddleston,5414,4,1709
A photo of Tom Hiddleston riding a tandem bicycle with a boy wearing a helmet and a GoPro,Tom Hiddleston,8676,4,1710
A photo of Tom Hiddleston helping an old man up a staircase while two bodyguards wait behind,Tom Hiddleston,7938,4,1711
A photo of Tom Hiddleston sitting under a tree with a young girl reading aloud from a picture book,Tom Hiddleston,2608,4,1712
A photo of Tom Hiddleston raising his glass in a toast during a formal dinner beside a world leader,Tom Hiddleston,7255,4,1713
"A photo of Tom Hiddleston holding a folded flag at a memorial site, with a grieving family nearby",Tom Hiddleston,4519,4,1714
A photo of Tom Hiddleston smiling warmly while handing a book to a student in a sunlit library,Tom Hiddleston,7710,4,1715
"A photo of Tom Hiddleston standing in the rain beside a soldier, both holding umbrellas",Tom Hiddleston,6504,4,1716
A photo of Tom Hiddleston laughing with two chefs while watching a dish being prepared in a bustling kitchen,Tom Hiddleston,3232,4,1717
A photo of Tom Hiddleston kneeling to tie a child’s shoelace as the child’s mother watches nearby,Tom Hiddleston,6775,4,1718
A photo of Tom Hiddleston walking along a beach at sunset with a woman and a black Labrador,Tom Hiddleston,5745,4,1719
A photo of Tom Hiddleston pointing toward the sky with a child in one arm and a teacher beside him,Tom Hiddleston,1451,4,1720
"A photo of Tom Hiddleston seated between a doctor and a nurse during a hospital visit, listening attentively",Tom Hiddleston,5478,4,1721
A photo of Tom Hiddleston clapping with pride as a young musician plays violin in a dimly lit concert hall,Tom Hiddleston,6958,4,1722
A photo of Tom Hiddleston jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Tom Hiddleston,8819,4,1723
A photo of Tom Hiddleston standing near a campfire talking with a group of scouts in uniform,Tom Hiddleston,1775,4,1724
"A close-up of Tom Hiddleston’s face, serious",Tom Hiddleston,1004,5,1725
"A clear view of Tom Hiddleston’s face, no emotion",Tom Hiddleston,2637,5,1726
"A close-up of Tom Hiddleston’s head, calm look",Tom Hiddleston,7868,5,1727
"Tom Hiddleston face, soft smile",Tom Hiddleston,8771,5,1728
"A headshot of Tom Hiddleston, eyes forward",Tom Hiddleston,5901,5,1729
"Tom Hiddleston face, blank expression",Tom Hiddleston,3475,5,1730
A focused photo of Tom Hiddleston’s face,Tom Hiddleston,7224,5,1731
"Tom Hiddleston head, straight-on view",Tom Hiddleston,7527,5,1732
"A tight headshot of Tom Hiddleston, neutral mood",Tom Hiddleston,8054,5,1733
"A clear face shot of Tom Hiddleston, looking directly",Tom Hiddleston,8687,5,1734
"Tom Hiddleston head, full-face visible",Tom Hiddleston,4480,5,1735
"A front-facing headshot of Tom Hiddleston, composed",Tom Hiddleston,3147,5,1736
"A centered photo of Tom Hiddleston’s face, subtle expression",Tom Hiddleston,6438,5,1737
"Tom Hiddleston face, clear and front-facing",Tom Hiddleston,7934,5,1738
"A photo of Tom Hiddleston’s head, straight gaze",Tom Hiddleston,6921,5,1739
"A close-up of Tom Hiddleston’s face, looking straight",Tom Hiddleston,3354,5,1740
"Tom Hiddleston face, front-facing",Tom Hiddleston,6937,5,1741
"Tom Hiddleston headshot, neutral expression",Tom Hiddleston,8857,5,1742
"A photo of Tom Hiddleston’s head, smiling slightly",Tom Hiddleston,2694,5,1743
"Tom Hiddleston face, direct eye contact",Tom Hiddleston,7665,5,1744
"A close-up of Tom Hiddleston’s face, serious",Tom Hiddleston,2090,5,1745
"A clear view of Tom Hiddleston’s face, no emotion",Tom Hiddleston,6613,5,1746
"A close-up of Tom Hiddleston’s head, calm look",Tom Hiddleston,3546,5,1747
"Tom Hiddleston face, soft smile",Tom Hiddleston,3181,5,1748
"A headshot of Tom Hiddleston, eyes forward",Tom Hiddleston,8382,5,1749
A half-body photo of Tom Hiddleston with a slight smile,Tom Hiddleston,7650,6,1750
A half-body photo of Tom Hiddleston staring blankly,Tom Hiddleston,7675,6,1751
A half-body photo of Tom Hiddleston looking calm,Tom Hiddleston,6620,6,1752
A half-body photo of Tom Hiddleston with no expression,Tom Hiddleston,5371,6,1753
A half-body photo of Tom Hiddleston with eyes forward,Tom Hiddleston,7460,6,1754
A half-body photo of Tom Hiddleston slightly frowning,Tom Hiddleston,6470,6,1755
A half-body photo of Tom Hiddleston looking composed,Tom Hiddleston,4724,6,1756
A half-body photo of Tom Hiddleston with a blank face,Tom Hiddleston,5332,6,1757
A half-body photo of Tom Hiddleston showing a soft smile,Tom Hiddleston,3481,6,1758
A half-body photo of Tom Hiddleston looking directly at the camera,Tom Hiddleston,8773,6,1759
A half-body photo of Tom Hiddleston maintaining a straight face,Tom Hiddleston,4271,6,1760
A half-body photo of Tom Hiddleston with closed lips,Tom Hiddleston,3598,6,1761
A half-body photo of Tom Hiddleston in a relaxed expression,Tom Hiddleston,7788,6,1762
A half-body photo of Tom Hiddleston with a focused look,Tom Hiddleston,5616,6,1763
A half-body photo of Tom Hiddleston gazing forward,Tom Hiddleston,2919,6,1764
A half-body photo of Tom Hiddleston smiling,Tom Hiddleston,7804,6,1765
A half-body photo of Tom Hiddleston looking serious,Tom Hiddleston,4059,6,1766
A half-body photo of Tom Hiddleston facing forward,Tom Hiddleston,3889,6,1767
A half-body photo of Tom Hiddleston with a neutral expression,Tom Hiddleston,5088,6,1768
A half-body photo of Tom Hiddleston looking straight ahead,Tom Hiddleston,3329,6,1769
A half-body photo of Tom Hiddleston with a slight smile,Tom Hiddleston,3975,6,1770
A half-body photo of Tom Hiddleston staring blankly,Tom Hiddleston,3223,6,1771
A half-body photo of Tom Hiddleston looking calm,Tom Hiddleston,3250,6,1772
A half-body photo of Tom Hiddleston with no expression,Tom Hiddleston,3879,6,1773
A half-body photo of Tom Hiddleston with eyes forward,Tom Hiddleston,7642,6,1774
"A full-body photo of Tom Hiddleston leaning, facing forward",Tom Hiddleston,8844,7,1775
"A full-body photo of Tom Hiddleston resting, facing forward",Tom Hiddleston,3066,7,1776
"A full-body photo of Tom Hiddleston seated, facing forward",Tom Hiddleston,4106,7,1777
"A full-body photo of Tom Hiddleston reclining, facing forward",Tom Hiddleston,2201,7,1778
"A full-body photo of Tom Hiddleston posed upright, facing forward",Tom Hiddleston,8399,7,1779
"A full-body photo of Tom Hiddleston crouching, facing forward",Tom Hiddleston,1119,7,1780
"A full-body photo of Tom Hiddleston standing still, facing forward",Tom Hiddleston,3231,7,1781
"A full-body photo of Tom Hiddleston sitting cross-legged, facing forward",Tom Hiddleston,3310,7,1782
"A full-body photo of Tom Hiddleston lying flat, facing forward",Tom Hiddleston,5991,7,1783
"A full-body photo of Tom Hiddleston half-seated, facing forward",Tom Hiddleston,5507,7,1784
"A full-body photo of Tom Hiddleston in a relaxed posture, facing forward",Tom Hiddleston,2841,7,1785
"A full-body photo of Tom Hiddleston in upright posture, facing forward",Tom Hiddleston,1942,7,1786
"A full-body photo of Tom Hiddleston in resting position, facing forward",Tom Hiddleston,2382,7,1787
"A full-body photo of Tom Hiddleston in crouched position, facing forward",Tom Hiddleston,2820,7,1788
"A full-body photo of Tom Hiddleston sitting upright, facing forward",Tom Hiddleston,2585,7,1789
"A full-body photo of Tom Hiddleston standing, facing forward",Tom Hiddleston,3476,7,1790
"A full-body photo of Tom Hiddleston sitting, facing forward",Tom Hiddleston,6732,7,1791
"A full-body photo of Tom Hiddleston lying down, facing forward",Tom Hiddleston,3273,7,1792
"A full-body photo of Tom Hiddleston kneeling, facing forward",Tom Hiddleston,7600,7,1793
"A full-body photo of Tom Hiddleston squatting, facing forward",Tom Hiddleston,6405,7,1794
"A full-body photo of Tom Hiddleston leaning, facing forward",Tom Hiddleston,5093,7,1795
"A full-body photo of Tom Hiddleston resting, facing forward",Tom Hiddleston,5053,7,1796
"A full-body photo of Tom Hiddleston seated, facing forward",Tom Hiddleston,8793,7,1797
"A full-body photo of Tom Hiddleston reclining, facing forward",Tom Hiddleston,5607,7,1798
"A full-body photo of Tom Hiddleston posed upright, facing forward",Tom Hiddleston,8105,7,1799
Margot Robbie,Margot Robbie,3430,0,1800
Margot Robbie,Margot Robbie,6225,0,1801
Margot Robbie,Margot Robbie,7342,0,1802
Margot Robbie,Margot Robbie,5576,0,1803
Margot Robbie,Margot Robbie,5612,0,1804
Margot Robbie,Margot Robbie,6318,0,1805
Margot Robbie,Margot Robbie,4939,0,1806
Margot Robbie,Margot Robbie,8016,0,1807
Margot Robbie,Margot Robbie,4973,0,1808
Margot Robbie,Margot Robbie,7763,0,1809
Margot Robbie,Margot Robbie,3111,0,1810
Margot Robbie,Margot Robbie,1568,0,1811
Margot Robbie,Margot Robbie,3406,0,1812
Margot Robbie,Margot Robbie,1811,0,1813
Margot Robbie,Margot Robbie,8383,0,1814
Margot Robbie,Margot Robbie,3700,0,1815
Margot Robbie,Margot Robbie,2953,0,1816
Margot Robbie,Margot Robbie,8696,0,1817
Margot Robbie,Margot Robbie,6666,0,1818
Margot Robbie,Margot Robbie,6113,0,1819
Margot Robbie,Margot Robbie,4987,0,1820
Margot Robbie,Margot Robbie,1484,0,1821
Margot Robbie,Margot Robbie,7054,0,1822
Margot Robbie,Margot Robbie,7288,0,1823
Margot Robbie,Margot Robbie,3605,0,1824
A photo of Margot Robbie smiling,Margot Robbie,2322,1,1825
A photo of Margot Robbie waving,Margot Robbie,7019,1,1826
A photo of Margot Robbie reading,Margot Robbie,8287,1,1827
A photo of Margot Robbie walking,Margot Robbie,4571,1,1828
A photo of Margot Robbie sitting,Margot Robbie,2540,1,1829
A photo of Margot Robbie standing,Margot Robbie,5352,1,1830
A photo of Margot Robbie laughing,Margot Robbie,6640,1,1831
A photo of Margot Robbie writing,Margot Robbie,2197,1,1832
A photo of Margot Robbie pointing,Margot Robbie,4747,1,1833
A photo of Margot Robbie speaking,Margot Robbie,7080,1,1834
A photo of Margot Robbie thinking,Margot Robbie,4278,1,1835
A photo of Margot Robbie clapping,Margot Robbie,1971,1,1836
A photo of Margot Robbie eating,Margot Robbie,5528,1,1837
A photo of Margot Robbie drinking,Margot Robbie,2198,1,1838
A photo of Margot Robbie looking up,Margot Robbie,8789,1,1839
A photo of Margot Robbie looking down,Margot Robbie,8254,1,1840
A photo of Margot Robbie gesturing,Margot Robbie,8550,1,1841
A photo of Margot Robbie nodding,Margot Robbie,6531,1,1842
A photo of Margot Robbie holding a book,Margot Robbie,1969,1,1843
A photo of Margot Robbie wearing a suit,Margot Robbie,8795,1,1844
A photo of Margot Robbie smiling,Margot Robbie,6781,1,1845
A photo of Margot Robbie waving,Margot Robbie,4017,1,1846
A photo of Margot Robbie reading,Margot Robbie,3900,1,1847
A photo of Margot Robbie walking,Margot Robbie,2033,1,1848
A photo of Margot Robbie sitting,Margot Robbie,2786,1,1849
A photo of Margot Robbie walking with a man,Margot Robbie,7003,2,1850
A photo of Margot Robbie talking to a woman,Margot Robbie,4649,2,1851
A photo of Margot Robbie shaking hands with a soldier,Margot Robbie,1379,2,1852
A photo of Margot Robbie laughing with a student,Margot Robbie,1310,2,1853
A photo of Margot Robbie hugging her husband,Margot Robbie,3007,2,1854
A photo of Margot Robbie playing basketball,Margot Robbie,3043,2,1855
A photo of Margot Robbie sitting next to her boy,Margot Robbie,4643,2,1856
A photo of Margot Robbie speaking with a journalist,Margot Robbie,5520,2,1857
A photo of Margot Robbie riding a bicycle,Margot Robbie,7605,2,1858
A photo of Margot Robbie standing beside a police officer,Margot Robbie,6343,2,1859
A photo of Margot Robbie smiling with her daughter,Margot Robbie,3254,2,1860
A photo of Margot Robbie waving at a child,Margot Robbie,2927,2,1861
A photo of Margot Robbie pointing at a painting,Margot Robbie,1871,2,1862
A photo of Margot Robbie holding hands with a young girl,Margot Robbie,2639,2,1863
A photo of Margot Robbie jogging with her dog,Margot Robbie,2478,2,1864
A photo of Margot Robbie eating with her friend,Margot Robbie,4005,2,1865
A photo of Margot Robbie holding a gift,Margot Robbie,2169,2,1866
A photo of Margot Robbie sitting in a car,Margot Robbie,3033,2,1867
A photo of Margot Robbie signing a book,Margot Robbie,8522,2,1868
A photo of Margot Robbie taking a selfie with her cat,Margot Robbie,8830,2,1869
A photo of Margot Robbie walking with a man,Margot Robbie,1776,2,1870
A photo of Margot Robbie talking to a woman,Margot Robbie,1158,2,1871
A photo of Margot Robbie shaking hands with a soldier,Margot Robbie,7689,2,1872
A photo of Margot Robbie laughing with a student,Margot Robbie,6106,2,1873
A photo of Margot Robbie hugging her husband,Margot Robbie,5038,2,1874
A photo of Margot Robbie handshaking with a woman beside a car,Margot Robbie,5793,3,1875
A photo of Margot Robbie talking to a man in front of a building,Margot Robbie,4549,3,1876
A photo of Margot Robbie sitting with a child on a bench,Margot Robbie,7014,3,1877
A photo of Margot Robbie walking with a woman near a fountain,Margot Robbie,3613,3,1878
A photo of Margot Robbie laughing with a man inside an office,Margot Robbie,4353,3,1879
A photo of Margot Robbie pointing at a screen with a colleague,Margot Robbie,6098,3,1880
A photo of Margot Robbie clapping with a teacher in a classroom,Margot Robbie,4628,3,1881
A photo of Margot Robbie hugging a student outside a school,Margot Robbie,4815,3,1882
A photo of Margot Robbie eating with a family at a picnic table,Margot Robbie,5974,3,1883
A photo of Margot Robbie reading with a boy under a tree,Margot Robbie,5414,3,1884
A photo of Margot Robbie running with a man on a track field,Margot Robbie,8676,3,1885
A photo of Margot Robbie speaking with a reporter near a microphone,Margot Robbie,7938,3,1886
A photo of Margot Robbie standing with a soldier in a desert,Margot Robbie,2608,3,1887
A photo of Margot Robbie smiling with a woman on a stage,Margot Robbie,7255,3,1888
A photo of Margot Robbie waving with a police officer beside a vehicle,Margot Robbie,4519,3,1889
A photo of Margot Robbie biking with a child on a trail,Margot Robbie,7710,3,1890
A photo of Margot Robbie listening to a man beside a bookshelf,Margot Robbie,6504,3,1891
A photo of Margot Robbie gesturing to a group in a meeting room,Margot Robbie,3232,3,1892
A photo of Margot Robbie watching with a woman in a theater,Margot Robbie,6775,3,1893
A photo of Margot Robbie signing a paper with a student,Margot Robbie,5745,3,1894
A photo of Margot Robbie handshaking with a woman beside a car,Margot Robbie,1451,3,1895
A photo of Margot Robbie talking to a man in front of a building,Margot Robbie,5478,3,1896
A photo of Margot Robbie sitting with a child on a bench,Margot Robbie,6958,3,1897
A photo of Margot Robbie walking with a woman near a fountain,Margot Robbie,8819,3,1898
A photo of Margot Robbie laughing with a man inside an office,Margot Robbie,1775,3,1899
A photo of Margot Robbie smiling warmly while handing a book to a student in a sunlit library,Margot Robbie,1004,4,1900
